"","date","year","mse","ccumCPUE.x","cum_RUN","ccpuef","pr","mid.run","est.total.run","remaining.run","ontime","timing","kenai.propleft","kasilof.propleft","acumRun_ke","remaining.ke","remaining.ka","run.ke"
"75",2022-07-28,1986,0.00105250137925855,2169.264634,4457122.475,2530.25437841569,2054.66977386771,2022-07-16,5198837.19152716,741715,2022-07-17,-1,0.673278465013778,0.11158408621099,2177931,499380.736677694,82763.5905039845,2677311.73667769
"76",2022-07-29,2003,0.000799603524844048,2301.2391815,4706098.475,2350.9906401021,2045.02796268768,2022-07-14,4807841.59902579,101743,2022-07-17,-3,0.671617504119456,0.115245521976775,2177931,68332.3797216258,11725.425142483,2246263.37972163
"77",2022-07-29,1983,0.000867467086833466,2301.2391815,4706098.475,2518.34733747163,2045.02796268768,2022-07-15,5150090.72488953,443992,2022-07-17,-2,0.671617504119456,0.115245521976775,2177931,298192.798889006,51168.0897935124,2476123.79888901
"78",2022-07-29,1995,0.000904165043289976,2301.2391815,4706098.475,2431.40129253037,2045.02796268768,2022-07-15,4972283.63173956,266185,2022-07-17,-2,0.671617504119456,0.115245521976775,2177931,178774.505334037,30676.6292673879,2356705.50533404
"79",2022-07-29,2014,0.000987110491312949,2301.2391815,4706098.475,2610.00470379737,2045.02796268768,2022-07-16,5337532.60201198,631434,2022-07-17,-1,0.671617504119456,0.115245521976775,2177931,424082.127096165,72769.9409238831,2602013.12709616
"80",2022-07-29,1986,0.0010162672843966,2301.2391815,4706098.475,2529.90871917594,2045.02796268768,2022-07-16,5173734.07376217,467636,2022-07-17,-1,0.671617504119456,0.115245521976775,2177931,314072.523156406,53892.9549151313,2492003.52315641
"81",2022-07-30,1983,0.0008421537197099,2386.82645335,4706098.475,2520.91850088351,1971.69696539722,2022-07-15,4970487.35820572,264389,2022-07-17,-2,0.670702144356837,0.118728677297374,2177931,177326.26924436,31390.5562619753,2355257.26924436
"82",2022-07-30,2003,0.000861462408495244,2386.82645335,4706098.475,2362.13947597989,1971.69696539722,2022-07-14,4657423.23663453,-48675,2022-07-17,-3,0.670702144356837,0.118728677297374,2177931,-32646.426876569,-5779.11836744966,2145284.57312343
"83",2022-07-30,1995,0.000894827075438953,2386.82645335,4706098.475,2437.16834731528,1971.69696539722,2022-07-15,4805357.43456369,99259,2022-07-17,-2,0.670702144356837,0.118728677297374,2177931,66573.2241467153,11784.88977986,2244504.22414672
"84",2022-07-30,2014,0.000954208532660924,2386.82645335,4706098.475,2609.94434206577,1971.69696539722,2022-07-16,5146019.33910673,439921,2022-07-17,-1,0.670702144356837,0.118728677297374,2177931,295055.958047604,52231.2384453379,2472986.9580476
"85",2022-07-30,1986,0.000994031497738435,2386.82645335,4706098.475,2534.5769689619,1971.69696539722,2022-07-16,4997417.71826786,291319,2022-07-17,-1,0.670702144356837,0.118728677297374,2177931,195388.277991889,34587.9195415936,2373319.27799189
